words,links,capital_words,spam_word_count,is_spam
87,2,2,1,0
295,2,1,1,0
82,10,8,0,1
83,2,16,3,1
136,4,16,10,1
742,6,23,6,1
944,10,15,6,1
434,0,1,4,0
269,0,1,0,0
52,0,2,2,0
165,0,3,1,0
174,1,28,6,1
464,2,3,1,0
435,2,0,1,0
63,2,5,2,0
168,2,7,2,0
275,0,9,1,0
337,0,3,2,0
106,3,3,1,0
88,1,5,1,0
228,1,0,0,0
164,2,26,10,1
174,5,6,2,0
388,7,1,8,1
123,4,2,2,0
455,2,3,1,0
272,0,3,0,0
106,8,3,6,1
622,5,1,7,1
147,4,6,3,1
213,7,7,2,1
20,1,1,2,0
781,8,22,2,1
100,2,1,2,0
142,9,3,5,1
647,7,22,9,1
145,1,5,5,0
250,5,5,2,0
174,7,12,10,1
392,0,19,1,1
782,1,14,5,1
199,2,0,4,1
133,0,1,1,0
247,10,2,6,1
157,1,2,1,0
211,1,0,2,0
696,6,28,8,1
262,2,0,0,0
56,0,3,1,0
699,4,11,10,1
513,5,21,8,1
78,1,10,2,0
77,5,27,6,1
181,2,0,2,0
791,3,22,7,1
96,1,10,1,0
83,1,0,0,0
64,5,9,2,1
26,1,2,1,0
836,1,0,7,1
447,1,8,2,0
149,2,0,0,0
44,0,0,6,0
328,2,23,3,1
135,0,3,0,1
241,2,2,2,0
731,4,12,10,1
592,7,3,3,1
791,8,19,8,1
337,3,9,7,1
113,3,3,1,0
149,3,1,2,0
78,2,3,2,0
189,4,2,0,0
229,0,1,2,0
723,7,13,10,1
242,0,5,1,0
869,5,5,3,1
422,7,2,7,1
180,2,5,8,1
224,1,3,0,0
447,10,5,4,1
226,0,3,0,0
363,2,0,0,0
51,0,2,0,0
481,10,22,6,1
94,1,2,2,0
206,1,1,2,0
106,0,1,3,0
72,2,0,2,0
653,9,30,9,1
229,3,24,6,1
242,0,1,1,0
168,9,22,0,1
393,4,6,9,1
191,6,10,9,1
620,6,8,0,1
996,4,19,3,1
53,2,16,6,1
454,2,0,5,0
114,8,0,3,1
101,1,2,2,0
165,3,4,0,0
231,0,1,2,0
302,6,21,8,1
233,5,1,2,0
560,3,22,9,1
386,0,0,1,0
107,1,0,2,0
394,8,25,8,1
802,10,30,8,1
262,2,2,2,0
633,1,19,2,1
459,7,27,3,1
23,0,1,5,0
116,3,30,3,1
707,9,17,8,1
172,3,1,1,0
111,2,0,2,0
398,1,0,1,0
179,2,3,0,0
811,10,10,8,1
910,7,24,4,1
361,3,14,10,1
513,2,23,3,1
593,5,3,10,1
260,2,7,1,0
925,6,5,10,1
94,1,2,0,0
325,1,0,2,0
141,2,2,1,0
262,2,3,2,0
262,1,2,0,0
731,3,13,7,1
623,9,5,3,1
446,6,7,9,1
309,3,3,10,1
381,1,1,0,0
27,1,2,2,0
175,1,3,1,0
908,2,27,9,1
224,0,3,2,0
107,2,2,6,0
328,10,1,4,1
612,6,9,0,1
66,2,14,5,1
555,2,17,3,1
50,4,1,1,0
81,5,23,3,1
288,0,3,1,0
888,2,10,0,1
300,10,30,7,1
160,0,3,2,0
744,7,17,0,1
549,1,18,7,1
900,9,6,6,1
900,7,17,5,1
632,0,24,4,1
347,0,3,1,0
754,9,24,4,1
257,4,3,1,0
529,3,0,8,1
511,3,15,10,1
128,1,3,0,0
147,7,25,5,1
125,5,28,5,1
197,10,21,8,1
288,7,18,3,1
923,4,22,6,1
891,9,28,0,1
45,2,1,5,0
121,0,17,4,1
613,8,12,8,1
199,2,2,0,0
738,4,28,7,1
490,1,2,6,0
837,5,2,6,1
126,1,2,1,0
366,0,5,0,0
45,2,0,1,0
187,4,10,3,0
220,3,13,3,1
56,10,2,4,1
243,1,5,2,0
160,5,16,5,1
204,1,1,3,0
277,1,5,2,0
37,2,2,2,0
245,5,2,0,0
193,1,3,1,0
262,1,0,0,0
68,1,1,2,0
40,4,3,0,0
208,2,1,1,0
414,3,26,10,1
302,2,1,0,0
818,4,7,5,1
351,1,0,0,0
205,4,3,3,1
168,4,6,0,1
833,1,19,7,1
781,10,3,0,1
731,10,3,0,1
348,6,1,7,1
230,2,1,1,0
183,8,13,9,1
180,10,23,6,1
118,2,3,0,0
235,8,2,3,1
984,4,17,9,1
157,1,2,0,0
185,1,0,7,1
29,2,3,5,0
338,2,1,2,0
252,0,2,4,0
390,2,3,6,0
126,0,1,2,0
891,8,5,2,1
45,0,4,1,0
919,0,16,8,1
228,1,0,2,0
124,1,9,0,0
496,2,3,0,0
293,1,3,0,0
812,10,6,3,1
761,3,8,4,1
162,0,0,0,0
80,3,13,6,1
60,0,0,0,0
54,5,12,7,1
38,1,6,1,0
38,1,3,2,0
846,3,22,7,1
39,0,4,0,0
698,8,14,0,1
642,5,6,6,1
543,1,4,10,1
171,6,14,10,1
994,2,10,6,1
329,1,2,1,0
21,2,3,0,0
260,8,5,4,1
76,5,0,2,0
178,2,5,3,1
40,2,8,1,0
256,3,23,4,1
380,2,5,2,0
100,1,0,0,0
427,0,29,4,1
119,0,3,1,0
191,1,0,2,0
83,1,1,0,0
231,2,0,2,0
176,1,1,2,0
161,3,3,0,0
111,1,1,1,0
77,3,3,2,0
368,1,4,1,0
638,9,1,6,1
341,2,19,8,1
324,1,10,3,1
205,5,16,7,1
237,0,3,2,0
442,1,3,1,0
99,4,2,0,0
189,0,2,0,0
148,3,0,1,0
146,4,28,5,1
87,0,3,2,0
279,0,3,1,0
29,1,2,1,0
256,2,3,2,0
294,2,3,3,0
33,0,1,1,0
115,1,2,0,0
292,1,2,1,0
400,0,10,0,0
208,7,15,10,1
311,1,8,5,1
78,2,3,2,0
151,2,3,6,0
124,2,3,1,0
404,1,2,6,0
197,2,10,4,1
134,4,15,7,1
530,10,11,9,1
125,3,26,2,1
78,2,0,1,0
221,1,2,0,0
317,3,24,3,1
252,9,29,3,1
211,1,2,1,0
198,2,2,0,0
307,9,17,4,1
227,2,0,2,0
90,8,23,6,1
832,4,25,7,1
934,7,11,4,1
65,7,15,6,1
696,4,3,3,1
356,10,17,4,1
257,2,0,1,0
311,9,29,3,1
957,1,10,3,1
156,3,11,6,1
982,4,15,5,1
123,3,4,7,1
171,1,2,0,0
63,0,17,4,1
231,1,3,4,0
172,2,11,10,1
376,8,19,8,1
160,9,0,3,1
137,4,2,0,0
42,2,1,0,0
195,5,1,1,0
29,4,3,5,0
343,5,0,4,1
159,5,0,2,0
98,2,0,2,0
596,7,5,8,1
103,3,23,4,1
772,4,14,2,1
194,1,4,5,0
268,5,5,6,1
59,1,3,2,0
337,0,9,0,0
118,0,1,5,1
233,1,0,1,0
112,1,2,0,0
533,2,5,4,1
56,3,1,5,1
127,0,0,2,0
195,1,0,0,0
50,0,1,2,0
57,5,16,6,1
895,5,21,4,1
122,4,20,8,1
707,3,23,8,1
384,1,12,6,1
383,10,10,1,1
86,2,1,2,0
244,2,0,0,0
856,3,1,6,1
794,0,27,6,1
882,7,21,3,1
288,3,1,1,0
28,4,0,0,0
102,4,27,10,1
223,2,0,0,0
673,1,19,3,1
130,2,9,3,1
965,3,14,8,1
161,4,4,1,1
255,4,1,4,0
260,0,0,0,0
911,3,18,8,1
120,2,25,9,1
246,9,19,3,1
414,4,13,10,1
205,0,0,1,0
91,3,3,0,0
282,4,26,6,1
792,6,28,7,1
778,3,10,3,1
289,0,0,0,0
475,7,15,10,1
145,2,3,0,0
141,1,1,1,0
286,1,1,0,0
558,3,5,0,1
736,2,25,5,1
151,2,1,0,0
157,2,24,6,1
82,5,2,2,0
573,5,27,4,1
125,1,3,2,0
178,2,1,2,0
153,4,1,1,0
176,3,12,3,1
862,3,5,5,1
214,3,2,1,0
103,1,2,1,0
106,8,17,3,1
64,9,10,6,1
129,1,8,2,0
119,8,24,8,1
409,0,3,3,0
715,2,14,7,1
294,5,2,1,0
672,5,13,10,1
126,3,21,9,1
113,0,2,4,0
297,9,14,3,1
243,2,1,2,0
458,6,5,6,1
909,4,25,4,1
454,9,27,9,1
406,6,13,1,1
176,0,11,1,1
944,3,23,7,1
292,1,3,1,0
905,5,5,7,1
121,7,29,3,1
230,0,3,2,0
181,1,4,3,0
73,0,3,1,0
184,9,28,7,1
108,1,3,2,0
575,5,27,4,1
129,3,14,3,1
576,0,12,3,1
170,2,9,2,0
277,1,6,4,1
291,2,2,4,0
67,8,23,7,1
294,0,2,6,0
192,3,16,3,1
26,1,3,0,0
292,5,2,1,0
192,7,13,4,1
85,0,3,1,0
98,6,3,6,1
293,6,27,10,1
714,3,28,6,1
110,1,2,0,0
113,0,6,6,0
394,9,5,5,1
70,2,5,2,0
850,6,4,3,1
495,6,4,9,1
275,10,28,3,1
159,1,1,1,0
797,9,9,6,1
23,0,3,2,0
89,2,2,2,0
242,4,0,1,0
162,4,25,6,1
141,1,10,0,0
274,0,0,1,0
109,1,5,2,0
88,5,3,5,0
905,4,11,8,1
195,2,1,1,0
646,4,25,9,1
839,1,27,10,1
999,6,11,6,1
132,0,1,0,0
780,9,7,3,1
162,2,3,5,0
188,1,3,2,0
193,6,1,8,1
74,1,1,0,0
475,1,16,4,1
169,0,8,6,0
126,4,3,1,0
248,4,10,1,0
130,2,0,2,0
116,9,28,9,1
989,10,6,2,1
401,0,3,2,0
160,9,20,0,1
421,7,17,5,1
133,0,20,6,1
214,0,1,2,0
114,4,6,7,1
194,1,3,1,0
98,5,14,5,1
126,0,13,10,1
612,7,16,0,1
470,1,3,1,0
114,8,6,9,1
347,9,8,0,1
401,0,1,0,0
239,2,1,4,0
153,5,2,6,1
72,2,19,4,1
291,4,1,10,1
291,1,1,2,0
175,0,0,1,0
97,2,3,0,0
141,0,1,1,0
127,2,26,7,1
88,2,27,7,1
288,3,6,1,0
138,0,10,9,1
92,1,3,1,0
321,6,23,8,1
144,1,4,0,0
876,7,0,8,1
255,10,7,10,1
744,2,23,0,1
163,0,0,2,0
204,2,2,2,0
29,1,3,2,0
269,0,15,5,1
247,2,0,0,0
123,4,30,8,1
169,9,12,8,1
996,9,2,8,1
484,9,7,10,1
856,10,13,0,1
106,0,3,0,0
176,0,3,0,0
198,3,19,4,1
760,2,24,3,1
167,2,0,2,0
502,6,4,5,1
127,1,1,1,0
152,1,3,2,0
296,0,1,1,0
211,1,0,0,0
716,4,9,8,1
229,2,3,0,0
31,1,2,1,0
177,6,20,3,1
144,0,0,9,1
865,2,14,4,1
258,2,2,4,0
735,5,20,5,1
377,1,11,0,1
435,0,1,2,0
318,3,2,7,1
688,9,28,9,1
515,3,14,10,1
706,1,6,4,1
172,2,2,2,0
100,2,0,2,0
448,9,10,9,1
298,3,22,8,1
212,0,3,3,0
48,0,0,1,0
194,10,27,5,1
159,1,0,2,0
505,4,25,6,1
148,2,3,2,0
704,2,9,10,1
134,2,16,2,1
248,3,19,6,1
161,4,22,3,1
166,0,9,0,0
219,1,8,1,1
37,1,2,2,0
76,4,0,2,0
87,0,0,1,0
149,3,5,10,1
99,2,3,3,0
521,7,25,2,1
995,10,7,9,1
241,0,0,3,0
499,4,0,1,1
717,1,2,2,1
841,2,28,8,1
148,1,0,2,0
54,1,6,0,0
55,4,10,10,1
397,2,11,1,1
166,2,7,1,0
170,5,1,0,0
246,2,2,2,0
143,5,26,4,1
46,1,3,6,0
193,1,1,1,0
748,10,17,1,1
85,2,0,2,0
170,2,2,2,0
53,0,0,1,0
937,8,7,8,1
429,2,1,2,0
254,4,18,9,1
191,0,3,2,0
259,4,0,1,0
364,10,24,8,1
151,1,0,1,0
409,2,15,3,1
170,2,0,0,0
118,4,6,10,1
885,1,25,4,1
157,2,16,10,1
458,5,22,9,1
67,4,7,2,0
90,2,21,6,1
354,2,2,1,0
483,6,21,10,1
101,9,16,3,1
143,4,21,2,1
560,5,17,3,1
37,0,2,0,0
514,5,7,10,1
432,0,2,0,0
399,9,21,2,1
869,3,26,6,1
167,0,8,1,0
491,3,2,2,0
80,1,3,2,0
633,8,19,7,1
123,3,5,4,1
493,3,0,2,0
238,3,11,9,1
25,0,2,0,0
294,4,15,9,1
104,3,3,8,1
174,2,2,3,0
158,3,0,1,0
718,2,4,8,1
149,1,0,1,0
125,2,0,2,0
21,0,0,5,0
454,2,3,5,0
90,1,3,2,0
90,4,27,10,1
21,2,1,1,0
526,8,23,9,1
222,3,26,9,1
174,2,2,2,0
104,2,3,0,0
552,4,23,9,1
128,4,2,5,0
170,10,26,6,1
274,1,2,2,0
96,2,0,1,0
602,8,28,6,1
103,2,25,7,1
45,2,3,2,0
349,3,6,10,1
33,1,2,2,0
69,0,3,1,0
210,10,21,4,1
243,10,23,7,1
60,1,2,2,0
138,5,8,7,1
220,1,3,0,0
89,10,28,4,1
25,2,7,0,0
216,2,0,0,0
144,5,29,6,1
195,9,14,0,1
253,0,0,2,0
476,2,1,9,1
269,5,2,1,0
775,5,12,2,1
69,0,2,2,0
901,3,28,6,1
83,1,2,1,0
819,8,14,7,1
51,2,1,0,0
268,2,2,1,0
352,0,1,2,0
193,7,18,1,1
460,2,13,8,1
387,1,3,0,0
77,7,4,1,1
364,1,1,1,0
250,0,2,2,0
46,1,0,2,0
116,10,25,7,1
238,1,0,0,0
194,3,19,3,1
50,9,7,5,1
241,1,5,1,0
160,2,1,2,0
100,0,2,6,0
64,0,2,0,0
331,3,8,10,1
370,0,2,2,0
178,0,8,2,0
432,9,14,3,1
243,5,9,4,1
219,2,9,2,0
133,1,2,2,0
892,9,20,3,1
165,2,3,5,0
189,0,3,1,0
925,3,23,2,1
614,9,21,4,1
716,3,28,1,1
156,1,0,1,0
507,3,3,10,1
181,0,4,1,0
197,3,3,2,0
202,3,8,6,1
425,1,0,0,0
127,6,28,10,1
459,2,0,1,0
297,1,3,2,0
107,3,29,10,1
193,4,1,2,0
265,2,6,6,0
291,1,3,1,0
500,4,18,3,1
278,2,3,1,0
159,1,2,1,0
253,0,3,0,0
345,2,8,6,1
240,0,2,1,0
686,8,14,10,1
694,5,24,4,1
62,2,2,0,0
243,2,0,1,0
132,1,0,0,0
146,1,3,2,0
717,8,22,7,1
543,10,9,8,1
371,2,9,5,1
178,2,0,2,0
197,0,3,0,0
515,3,2,3,1
794,2,11,9,1
50,3,26,2,1
21,0,2,4,0
401,4,20,7,1
577,6,1,5,1
88,0,1,1,0
626,7,4,4,1
557,2,25,1,1
375,1,6,1,0
972,7,13,5,1
169,2,3,3,0
202,0,2,0,0
232,1,2,1,0
872,10,17,8,1
167,0,2,1,0
146,3,11,4,1
326,3,10,5,0
220,5,3,1,0
299,1,2,0,0
139,1,0,1,0
133,1,5,0,0
130,0,1,2,0
79,0,2,0,0
452,5,24,3,1
559,4,19,4,1
169,0,0,2,0
240,1,1,1,0
965,10,10,8,1
372,1,2,2,0
885,3,14,5,1
183,5,23,0,1
70,2,0,1,0
379,2,11,8,1
828,8,12,4,1
61,1,2,1,0
75,0,2,10,1
322,0,2,4,0
66,0,0,1,0
41,0,3,2,0
279,0,1,0,0
92,4,5,2,0
857,7,6,9,1
979,5,1,7,1
353,2,7,5,1
21,0,6,1,0
991,5,26,3,1
56,4,30,8,1
58,1,3,1,0
45,0,0,5,0
368,2,26,9,1
235,10,5,2,1
314,7,24,2,1
835,8,6,8,1
121,1,2,3,0
283,4,26,6,1
326,1,2,0,0
161,6,16,4,1
195,2,0,0,0
157,2,2,8,1
389,1,27,2,1
330,10,10,5,1
422,2,1,0,0
158,2,21,1,1
429,2,24,6,1
114,7,11,3,1
212,2,0,0,0
167,3,29,3,1
685,3,24,10,1
193,2,2,1,0
153,2,10,5,0
560,1,3,8,1
221,7,1,6,1
187,0,2,0,0
151,4,10,1,0
170,10,2,6,1
32,4,3,2,0
73,1,3,1,0
183,0,2,0,0
29,4,2,0,0
179,5,7,8,1
73,4,3,0,0
258,0,3,2,0
103,4,3,7,1
65,0,4,2,0
48,5,9,1,0
933,2,7,3,1
119,5,1,6,0
185,0,2,2,0
259,1,0,2,0
781,8,16,7,1
286,0,3,2,0
166,2,0,1,0
171,4,1,6,1
44,2,2,0,0
816,2,1,2,1
143,2,1,1,0
114,0,0,3,0
165,5,23,0,1
918,6,1,5,1
429,0,3,2,0
294,0,2,1,0
510,2,27,3,1
200,2,3,0,0
170,2,16,5,1
48,1,0,0,0
217,2,3,2,0
173,2,1,1,0
121,3,3,5,1
178,3,20,3,1
900,3,13,3,1
84,1,14,10,1
127,9,17,8,1
546,0,22,7,1
664,10,6,7,1
64,1,2,0,0
60,1,0,0,0
179,5,9,9,1
719,9,2,8,1
649,6,2,0,1
60,2,3,2,0
358,1,17,1,1
244,0,0,0,0
286,3,23,3,1
241,2,3,1,0
616,4,30,5,1
341,3,11,8,1
290,4,0,0,0
283,3,11,9,1
107,2,2,1,0
301,8,23,10,1
164,10,16,8,1
498,8,17,10,1
242,1,0,0,0
665,7,29,10,1
134,2,22,9,1
277,2,8,1,0
892,5,6,5,1
250,4,19,5,1
251,5,5,0,0
800,3,15,3,1
245,1,5,5,1
214,2,0,0,0
181,0,2,2,0
610,1,8,7,1
281,1,2,1,0
295,2,1,3,0
429,2,1,4,0
176,0,2,0,0
294,7,27,3,1
765,4,6,10,1
249,7,10,9,1
282,1,1,1,0
71,2,0,1,0
127,2,15,7,1
280,2,3,2,0
122,2,3,2,0
91,0,1,0,0
295,0,2,1,0
197,2,3,1,0
142,0,0,2,0
302,7,15,0,1
129,2,0,1,0
270,2,2,2,0
415,5,3,1,0
882,1,18,9,1
56,3,1,2,0
245,2,1,2,0
935,8,12,5,1
125,8,28,10,1
159,4,3,0,0
171,0,1,0,0
62,1,1,2,0
176,1,6,2,0
738,3,2,8,1
54,0,3,1,0
139,6,3,7,1
618,4,1,6,1
80,0,2,6,0
177,4,3,5,0
683,7,30,4,1
979,2,19,6,1
314,2,8,0,0
239,2,2,2,0
88,1,25,10,1
106,1,0,2,0
495,10,30,10,1
82,1,3,2,0
206,0,2,2,0
213,2,8,1,0
90,2,1,1,0
203,2,2,0,0
336,0,22,3,1
929,7,19,1,1
339,2,1,2,0
705,2,5,10,1
758,3,28,4,1
210,3,5,9,1
74,2,0,8,1
244,9,4,10,1
933,6,14,9,1
838,2,6,9,1
157,1,1,1,0
119,9,9,10,1
57,0,1,1,0
694,7,25,10,1
138,7,28,4,1
198,6,19,1,1
971,10,19,4,1
265,2,2,4,0
83,4,2,1,0
125,2,2,2,0
30,1,3,0,0
461,1,2,0,0
106,5,3,1,0
649,9,5,9,1
136,2,0,5,0
161,8,26,9,1
649,7,11,0,1
140,1,2,2,0
165,0,20,4,1
188,3,5,4,1
281,2,11,6,1
39,1,2,0,0
300,0,1,1,0
409,5,16,2,1
131,5,10,2,1
502,2,4,5,1
119,5,23,1,1
380,4,4,7,1
298,3,1,2,0
291,1,2,4,0
113,0,3,2,0
855,4,3,10,1
400,3,29,8,1
90,0,2,2,0
492,10,5,3,1
298,2,2,3,0
863,2,22,10,1
109,1,2,2,0
960,9,19,8,1
613,2,13,5,1
849,7,0,4,1
283,5,3,0,0
141,6,1,0,1
83,4,2,0,0
39,2,5,1,0
370,1,1,0,0
483,0,2,6,0
235,0,1,3,0
218,1,3,2,0
107,6,24,0,1
269,1,8,0,0
839,2,7,9,1
141,1,0,3,1
43,0,0,0,0
573,10,30,3,1
150,1,10,1,0
255,1,0,1,0
81,2,2,2,0
532,9,15,10,1
110,5,0,2,0
451,1,29,10,1
294,2,1,0,0
129,2,1,1,0
209,0,2,1,0
750,2,13,6,1
396,4,16,4,1
96,7,5,10,1
416,3,5,8,1
735,7,30,1,1
148,8,4,8,1
268,4,1,1,0
306,2,7,0,0
102,2,5,10,1
288,5,1,2,0
485,1,0,2,0
290,1,0,0,0
288,0,3,2,0
596,2,6,2,1
93,0,3,2,0
223,1,6,3,0
498,7,10,5,1
451,2,19,3,1
246,5,9,3,1
65,1,2,1,0
639,2,2,5,1
252,2,0,0,0
100,7,20,5,1
198,7,22,8,1
127,0,2,2,0
207,0,9,1,0
86,0,5,0,0
274,0,1,1,0
393,0,2,5,0
26,0,6,3,0
98,2,2,0,0
280,2,2,2,0
997,6,6,7,1
560,9,11,0,1
59,1,0,1,0
45,2,3,4,0
300,1,4,1,0
96,2,3,2,0
54,7,14,4,1
52,7,12,7,1
64,1,4,2,0
88,4,2,2,0
231,0,4,2,0
560,5,0,4,1
720,5,12,2,1
205,1,2,0,0
448,2,10,4,0
750,3,18,3,1
309,2,26,7,1
194,0,3,5,0
840,1,16,5,1
60,4,0,0,0
100,7,21,6,1
157,8,0,10,1
159,6,19,7,1
195,3,12,9,1
983,3,14,5,1
364,6,20,3,1
212,10,6,3,1
92,0,3,1,0
343,0,2,1,0
350,6,3,5,1
706,6,7,4,1
948,5,26,1,1
429,2,2,1,0
922,6,7,10,1
156,2,1,0,0
880,1,17,7,1
297,1,8,2,0
418,0,2,2,0
151,1,0,6,0
217,1,1,2,0
912,2,3,5,1
688,7,29,3,1
138,5,14,0,1
35,5,3,1,0
638,10,20,2,1
582,8,24,5,1
136,4,1,2,0
88,4,0,1,0
110,4,29,8,1
218,1,6,2,0
172,4,18,7,1
127,2,30,4,1
858,7,20,1,1
446,0,4,2,0
263,0,2,2,0
275,0,1,0,0
75,0,2,1,0
858,10,30,6,1
912,10,5,0,1
77,5,2,1,0
144,6,8,4,1
151,1,3,2,0
753,8,11,8,1
277,9,24,8,1
391,2,2,6,0
358,0,21,6,1
52,2,0,0,0
393,5,8,10,1
115,4,10,0,0
727,8,11,8,1
427,2,2,1,0
431,9,21,2,1
174,4,14,8,1
262,0,3,1,0
770,9,0,7,1
245,4,16,0,1
282,1,0,0,0
816,9,12,5,1
250,2,8,1,0
510,4,24,9,1
156,1,9,1,0
79,4,25,6,1
52,2,3,0,0
252,1,2,2,0
73,8,11,9,1
305,1,5,7,1
115,1,5,0,0
357,6,15,7,1
350,7,13,8,1
213,0,1,5,1
130,3,13,5,1
677,7,28,7,1
141,1,2,3,1
46,2,0,0,0
349,10,25,6,1
134,9,2,8,1
230,0,1,0,0
180,1,4,1,0
288,10,21,3,1
165,0,1,1,0
290,10,18,0,1
